Sex,Equipment,AgeCat,WtCat,Place,BestSquat,BestBench,BestDeadlift
M,C,SJ,53,2,132.5 [3],77.5 [5],177.5 [4]
M,C,SJ,53,3,140.0 [2],80.0 [2],167.5 [5]
M,C,SJ,53,4,150.0 [1],72.5 [8],155.0 [10]
M,C,SJ,53,5,130.0 [4],85.0 [1],160.0 [8]
M,C,SJ,53,6,127.5 [5],75.0 [6],165.0 [6]
M,C,SJ,53,7,115.0 [10],70.0 [9],182.5 [2]
M,C,SJ,53,8,122.5 [8],67.5 [10],177.5 [3]
M,C,SJ,53,9,110.0 [13],80.0 [3],155.0 [11]
M,C,SJ,53,10,115.0 [12],67.5 [11],160.0 [9]
M,C,SJ,53,11,115.0 [11],72.5 [7],142.5 [12]
M,C,SJ,53,12,87.5 [15],55.0 [14],130.0 [14]
M,C,SJ,53,13,75.0 [18],50.0 [16],135.0 [13]
M,C,SJ,53,14,92.5 [14],55.0 [15],110.0 [16]
M,C,SJ,53,15,82.5 [17],60.0 [13],110.0 [17]
M,C,SJ,53,16,85.0 [16],45.0 [17],112.5 [15]
M,C,SJ,53,17,65.0 [19],35.0 [19],95.0 [18]
M,C,SJ,53,18,62.5 [20],42.5 [18],80.0 [19]
M,C,SJ,59,1,155.0 [2],102.5 [1],202.5 [1]
M,C,SJ,59,2,165.5 [1],100.5 [2],192.5 [3]
M,C,SJ,59,3,140.0 [7],85.0 [5],192.5 [2]
M,C,SJ,59,4,142.5 [5],80.0 [7],187.5 [4]
M,C,SJ,59,5,145.0 [4],92.5 [3],165.0 [7]
M,C,SJ,59,6,142.5 [6],75.0 [9],185.0 [5]
M,C,SJ,59,7,135.0 [8],90.0 [4],167.5 [6]
M,C,SJ,59,8,120.0 [10],80.0 [6],140.0 [13]
M,C,SJ,59,9,125.0 [9],67.5 [10],145.0 [11]
M,C,SJ,59,10,105.0 [12],60.0 [12],155.0 [10]
M,C,SJ,59,11,105.0 [13],55.0 [14],157.5 [9]
M,C,SJ,59,12,105.0 [11],62.5 [11],140.0 [14]
M,C,SJ,66,1,160.0 [6],105.0 [6],232.5 [1]
M,C,SJ,66,2,157.5 [9],112.5 [1],222.5 [3]
M,C,SJ,66,3,180.0 [1],107.5 [4],200.0 [7]
M,C,SJ,66,4,165.0 [4],95.0 [10],223.0 [2]
M,C,SJ,66,5,177.5 [2],112.5 [2],175.0 [13]
M,C,SJ,66,6,160.0 [5],92.5 [12],207.5 [5]
M,C,SJ,66,7,142.5 [11],102.5 [7],212.5 [4]
M,C,SJ,66,8,157.5 [8],107.5 [5],190.0 [9]
M,C,SJ,66,9,155.0 [10],107.5 [3],190.0 [8]
M,C,SJ,66,10,167.5 [3],87.5 [14],187.5 [11]
M,C,SJ,66,11,160.0 [7],80.0 [17],190.0 [10]
M,C,SJ,66,12,120.0 [18],95.0 [9],200.0 [6]
M,C,SJ,66,13,132.5 [14],95.0 [11],180.0 [12]
M,C,SJ,66,14,135.0 [13],100.0 [8],160.0 [19]
M,C,SJ,66,15,130.0 [16],85.0 [16],175.0 [14]
M,C,SJ,66,16,127.5 [17],90.0 [13],162.5 [17]
M,C,SJ,66,17,120.0 [19],85.0 [15],165.0 [15]
M,C,SJ,66,18,132.5 [15],70.0 [20],160.0 [20]
M,C,SJ,66,19,135.0 [12],75.0 [18],150.0 [21]
M,C,SJ,66,20,107.5 [21],72.5 [19],162.5 [18]
M,C,SJ,66,21,110.0 [20],65.0 [21],165.0 [16]
M,C,SJ,66,22,85.0 [22],55.0 [22],90.0 [22]
M,C,SJ,74,1,180.0 [1],105.0 [4],220.0 [1]
M,C,SJ,74,2,165.0 [5],117.5 [1],217.5 [2]
M,C,SJ,74,3,177.5 [3],87.5 [11],210.0 [3]
M,C,SJ,74,4,180.0 [2],100.0 [7],187.5 [9]
M,C,SJ,74,5,160.0 [7],110.0 [2],195.0 [6]
M,C,SJ,74,6,170.0 [4],90.0 [10],200.0 [4]
M,C,SJ,74,7,150.0 [13],100.0 [5],197.5 [5]
M,C,SJ,74,8,160.0 [8],100.0 [6],180.0 [11]
M,C,SJ,74,9,147.5 [14],90.0 [9],192.5 [8]
M,C,SJ,74,10,160.0 [6],90.0 [8],177.5 [12]
M,C,SJ,74,11,152.5 [11],105.0 [3],170.0 [13]
M,C,SJ,74,12,155.0 [10],85.0 [13],185.0 [10]
M,C,SJ,74,13,150.0 [12],67.5 [17],195.0 [7]
M,C,SJ,74,14,155.0 [9],85.0 [12],170.0 [14]
M,C,SJ,74,15,132.5 [15],72.5 [15],160.0 [16]
M,C,SJ,74,16,115.0 [16],82.5 [14],152.5 [17]
M,C,SJ,74,17,90.0 [17],50.0 [18],165.0 [15]
M,C,SJ,74,18,85.0 [18],67.5 [16],130.0 [18]
M,C,SJ,83,1,205.0 [2],162.5 [1],260.0 [1]
M,C,SJ,83,2,200.0 [3],105.0 [7],255.0 [2]
M,C,SJ,83,3,190.0 [4],115.0 [3],250.0 [3]
M,C,SJ,83,4,180.0 [5],100.0 [9],225.0 [4]
M,C,SJ,83,5,172.5 [6],102.5 [8],210.0 [8]
M,C,SJ,83,6,160.0 [12],107.5 [6],215.0 [7]
M,C,SJ,83,7,170.0 [7],110.0 [4],200.0 [9]
M,C,SJ,83,8,162.5 [9],80.0 [13],220.0 [5]
M,C,SJ,83,9,160.0 [11],70.0 [15],215.0 [6]
M,C,SJ,83,10,165.0 [8],82.5 [12],170.0 [12]
M,C,SJ,83,11,147.5 [14],70.0 [14],170.0 [11]
M,C,SJ,93,1,222.5 [2],147.5 [1],262.5 [1]
M,C,SJ,93,2,230.0 [1],140.0 [4],230.0 [7]
M,C,SJ,93,3,210.0 [3],115.0 [8],250.0 [2]
M,C,SJ,93,4,192.5 [7],140.0 [3],240.0 [5]
M,C,SJ,93,5,205.0 [4],110.0 [10],245.0 [4]
M,C,SJ,93,6,197.5 [6],135.0 [5],220.0 [9]
M,C,SJ,93,7,170.0 [14],117.5 [6],247.5 [3]
M,C,SJ,93,8,190.0 [8],107.5 [12],230.0 [6]
M,C,SJ,93,9,202.5 [5],100.0 [14],222.5 [8]
M,C,SJ,93,10,185.0 [12],110.0 [11],215.0 [10]
M,C,SJ,93,11,187.5 [9],117.5 [7],200.0 [11]
M,C,SJ,93,12,185.0 [11],92.5 [16],190.0 [12]
M,C,SJ,93,13,172.5 [13],107.5 [13],170.0 [16]
M,C,SJ,93,14,145.0 [15],100.0 [15],180.0 [14]
M,C,SJ,93,15,135.0 [16],62.5 [17],175.0 [15]
M,C,SJ,105,1,180.0 [4],130.0 [1],270.0 [1]
M,C,SJ,105,2,192.5 [2],115.0 [2],202.5 [9]
M,C,SJ,105,3,170.0 [9],102.5 [8],225.0 [2]
M,C,SJ,105,4,180.0 [5],107.5 [6],210.0 [6]
M,C,SJ,105,5,175.0 [8],110.0 [5],205.0 [7]
M,C,SJ,105,6,182.5 [3],90.0 [11],212.5 [5]
M,C,SJ,105,7,177.5 [7],112.5 [3],182.5 [13]
M,C,SJ,105,8,180.0 [6],112.5 [4],180.0 [14]
M,C,SJ,105,9,165.0 [11],85.0 [13],220.0 [4]
M,C,SJ,105,10,167.5 [10],90.0 [10],192.5 [11]
M,C,SJ,105,11,160.0 [12],90.0 [12],195.0 [10]
M,C,SJ,105,12,150.0 [13],92.5 [9],182.5 [12]
M,C,SJ,105,13,90.0 [14],55.0 [14],135.0 [15]
M,C,SJ,120,1,225.0 [1],120.0 [3],230.0 [2]
M,C,SJ,120,2,192.5 [4],132.5 [2],242.5 [1]
M,C,SJ,120,3,195.0 [2],132.5 [1],225.0 [3]
M,C,SJ,120,4,190.0 [5],107.5 [5],225.0 [4]
M,C,SJ,120,5,195.0 [3],112.5 [4],197.5 [6]
M,C,SJ,120,6,190.0 [6],107.5 [6],205.0 [5]
M,C,SJ,120,7,175.0 [7],105.0 [7],190.0 [7]
M,C,SJ,120,8,155.0 [8],75.0 [9],170.0 [9]
M,C,SJ,120,9,120.0 [9],72.5 [10],160.0 [10]
M,C,SJ,200,1,260.0 [1],132.5 [1],251.5 [1]
M,C,SJ,200,2,207.5 [3],130.0 [2],251.0 [2]
M,C,SJ,200,3,245.0 [2],112.5 [3],222.5 [3]
M,C,SJ,200,4,185.0 [4],92.5 [4],220.0 [4]
M,C,SJ,200,5,170.0 [5],82.5 [6],175.0 [7]
M,C,SJ,200,6,165.0 [6],75.0 [7],180.0 [6]
M,C,SJ,200,7,145.0 [7],87.5 [5],185.0 [5]
M,C,J,53,1,150.0 [2],107.5 [2],180.0 [3]
M,C,J,53,2,142.5 [3],108.0 [1],175.0 [4]
M,C,J,53,3,150.0 [1],75.0 [7],187.5 [1]
M,C,J,53,4,132.5 [5],75.0 [8],187.5 [2]
M,C,J,53,5,130.0 [9],77.5 [6],175.0 [5]
M,C,J,53,6,132.5 [4],70.0 [9],165.0 [7]
M,C,J,53,7,132.5 [6],65.0 [13],170.0 [6]
M,C,J,53,8,130.0 [7],77.5 [5],150.0 [12]
M,C,J,53,9,117.5 [11],77.5 [4],155.0 [11]
M,C,J,53,10,127.5 [10],65.0 [12],157.5 [9]
M,C,J,53,11,130.0 [8],67.5 [11],142.5 [13]
M,C,J,59,1,177.5 [1],97.5 [9],229.0 [1]
M,C,J,59,2,172.5 [2],95.0 [12],220.0 [2]
M,C,J,59,3,160.0 [6],107.5 [3],212.5 [5]
M,C,J,59,4,167.5 [5],107.5 [2],197.5 [8]
M,C,J,59,5,170.0 [4],100.0 [8],195.0 [9]
M,C,J,59,6,142.5 [14],102.5 [7],217.5 [3]
M,C,J,59,7,145.0 [12],105.0 [4],200.0 [6]
M,C,J,59,8,145.0 [13],90.0 [14],215.0 [4]
M,C,J,59,9,155.0 [8],110.0 [1],180.0 [12]
M,C,J,59,10,157.5 [7],102.5 [6],175.0 [14]
M,C,J,59,11,145.0 [11],95.0 [10],180.0 [11]
M,C,J,59,12,127.5 [18],85.0 [15],200.0 [7]
M,C,J,59,13,142.5 [15],92.5 [13],172.5 [15]
M,C,J,59,14,145.0 [10],82.5 [16],175.0 [13]
M,C,J,59,15,152.5 [9],95.0 [11],150.0 [18]
M,C,J,59,16,140.0 [16],72.5 [18],165.0 [16]
M,C,J,59,17,115.0 [19],80.0 [17],160.0 [17]
M,C,J,59,18,105.0 [20],65.0 [19],125.0 [20]
M,C,J,66,1,212.0 [3],120.0 [3],250.0 [2]
M,C,J,66,2,212.5 [2],105.0 [13],260.0 [1]
M,C,J,66,3,220.5 [1],125.0 [2],215.0 [5]
M,C,J,66,4,210.0 [4],120.0 [4],230.0 [3]
M,C,J,66,5,185.0 [9],120.0 [5],205.0 [8]
M,C,J,66,6,160.0 [16],120.0 [6],220.0 [4]
M,C,J,66,7,175.0 [11],110.0 [8],200.0 [10]
M,C,J,66,8,180.0 [10],110.0 [9],195.0 [12]
M,C,J,66,9,165.0 [15],105.0 [14],200.0 [11]
M,C,J,66,10,155.0 [17],95.0 [16],205.0 [7]
M,C,J,66,11,170.0 [12],87.5 [17],187.5 [13]
M,C,J,66,12,130.0 [19],102.5 [15],200.0 [9]
M,C,J,66,13,150.0 [18],75.0 [19],177.5 [14]
M,C,J,66,14,125.0 [20],77.5 [18],175.0 [15]
M,C,J,66,15,115.0 [21],60.0 [20],160.0 [16]
M,C,J,74,1,190.0 [5],145.0 [2],280.0 [1]
M,C,J,74,2,210.0 [2],127.5 [4],270.0 [2]
M,C,J,74,3,207.5 [3],127.5 [3],240.0 [4]
M,C,J,74,4,217.5 [1],122.5 [6],212.5 [7]
M,C,J,74,5,172.5 [9],147.5 [1],232.5 [5]
M,C,J,74,6,180.0 [6],125.0 [5],240.0 [3]
M,C,J,74,7,207.5 [4],115.0 [8],195.0 [13]
M,C,J,74,8,170.0 [10],120.0 [7],207.5 [9]
M,C,J,74,9,172.5 [7],105.0 [9],210.0 [8]
M,C,J,74,10,172.5 [8],85.0 [18],227.5 [6]
M,C,J,74,11,170.0 [11],105.0 [10],207.5 [10]
M,C,J,74,12,165.0 [13],87.5 [17],205.0 [11]
M,C,J,74,13,150.0 [17],92.5 [14],200.0 [12]
M,C,J,74,14,152.5 [15],97.5 [12],190.0 [14]
M,C,J,74,15,160.0 [14],90.0 [16],170.0 [18]
M,C,J,74,16,150.0 [16],95.0 [13],170.0 [16]
M,C,J,74,17,140.0 [19],90.0 [15],165.0 [19]
M,C,J,74,18,142.5 [18],67.5 [21],170.0 [17]
M,C,J,74,19,115.0 [23],55.0 [22],165.0 [20]
M,C,J,74,20,115.0 [22],70.0 [19],130.0 [21]
M,C,J,83,1,237.5 [6],160.0 [2],290.5 [1]
M,C,J,83,2,230.0 [8],180.0 [1],262.5 [4]
M,C,J,83,3,244.0 [2],132.5 [8],270.0 [3]
M,C,J,83,4,242.5 [4],142.5 [4],255.0 [6]
M,C,J,83,5,225.0 [10],150.0 [3],260.0 [5]
M,C,J,83,6,237.5 [5],140.0 [5],252.5 [8]
M,C,J,83,7,245.5 [1],110.0 [21],270.0 [2]
M,C,J,83,8,242.5 [3],132.5 [7],250.0 [9]
M,C,J,83,9,220.0 [12],132.5 [9],240.0 [12]
M,C,J,83,10,225.0 [9],127.5 [11],230.0 [14]
M,C,J,83,11,207.5 [15],125.0 [13],245.0 [10]
M,C,J,83,12,205.0 [16],115.0 [17],252.5 [7]
M,C,J,83,13,200.0 [17],125.0 [12],235.0 [13]
M,C,J,83,14,187.5 [18],112.5 [20],245.0 [11]
M,C,J,83,15,222.5 [11],117.5 [16],202.5 [17]
M,C,J,83,16,215.0 [14],115.0 [19],205.0 [16]
M,C,J,83,17,170.0 [21],115.0 [18],215.0 [15]
M,C,J,83,18,170.0 [20],82.5 [22],170.0 [18]
M,C,J,83,19,130.0 [22],60.0 [23],140.0 [19]
M,C,J,93,1,227.5 [2],145.0 [2],272.5 [1]
M,C,J,93,2,212.5 [6],145.0 [1],262.5 [2]
M,C,J,93,3,220.0 [3],130.0 [5],250.0 [4]
M,C,J,93,4,215.0 [5],127.5 [7],255.0 [3]
M,C,J,93,5,207.5 [7],127.5 [6],242.5 [6]
M,C,J,93,6,217.5 [4],120.0 [9],222.5 [7]
M,C,J,93,7,192.5 [9],142.5 [4],200.0 [12]
M,C,J,93,8,202.5 [8],107.5 [10],210.0 [8]
M,C,J,93,9,187.5 [10],120.0 [8],200.0 [11]
M,C,J,93,10,170.0 [11],105.0 [11],200.0 [10]
M,C,J,93,11,165.0 [12],95.0 [12],200.0 [9]
M,C,J,93,12,110.0 [13],72.5 [13],130.0 [13]
M,C,J,105,1,262.5 [1],177.5 [1],272.5 [1]
M,C,J,105,2,252.5 [2],135.0 [4],240.0 [5]
M,C,J,105,3,232.5 [3],135.0 [5],260.0 [3]
M,C,J,105,4,197.5 [7],132.5 [6],257.5 [4]
M,C,J,105,5,230.0 [4],137.5 [3],220.0 [9]
M,C,J,105,6,200.0 [6],130.0 [7],237.5 [6]
M,C,J,105,7,190.0 [10],150.0 [2],215.0 [10]
M,C,J,105,8,207.5 [5],107.5 [8],237.5 [7]
M,C,J,105,9,195.0 [9],102.5 [9],230.0 [8]
M,C,J,105,10,150.0 [11],80.0 [11],205.0 [11]
M,C,J,120,1,277.5 [1],127.5 [6],285.0 [1]
M,C,J,120,2,270.0 [2],150.0 [4],267.5 [3]
M,C,J,120,3,230.0 [4],160.0 [1],260.0 [4]
M,C,J,120,4,200.0 [8],157.5 [2],275.0 [2]
M,C,J,120,5,230.0 [5],155.0 [3],242.5 [5]
M,C,J,120,6,250.0 [3],120.0 [7],220.0 [6]
M,C,J,120,7,220.0 [6],147.5 [5],215.0 [7]
M,C,J,120,8,205.0 [7],107.5 [9],215.0 [8]
M,C,J,120,9,190.0 [9],110.0 [8],210.0 [9]
M,C,J,200,1,227.5 [3],147.5 [1],265.0 [1]
M,C,J,200,2,237.5 [2],140.0 [3],250.0 [2]
M,C,J,200,3,225.0 [4],115.0 [5],220.0 [4]
M,C,J,200,4,205.0 [5],125.0 [4],212.5 [5]
M,C,J,200,5,200.0 [6],100.0 [6],210.0 [6]
M,C,J,200,6,190.0 [7],90.0 [7],180.0 [7]
M,C,J,200,7,160.0 [8],142.5 [2],140.0 [8]
F,C,SJ,43,1,93.5 [1],37.5 [3],110.0 [1]
F,C,SJ,43,2,80.0 [3],47.5 [1],97.5 [5]
F,C,SJ,43,3,65.0 [7],45.0 [2],102.5 [2]
F,C,SJ,43,4,77.5 [4],35.0 [5],100.0 [3]
F,C,SJ,43,5,70.0 [5],35.0 [4],95.0 [6]
F,C,SJ,43,6,80.0 [2],32.5 [7],85.0 [8]
F,C,SJ,43,7,70.0 [6],30.0 [9],95.0 [7]
F,C,SJ,43,8,65.0 [8],30.0 [10],100.0 [4]
F,C,SJ,43,9,65.0 [9],35.0 [6],70.0 [12]
F,C,SJ,43,10,55.0 [10],30.0 [8],82.5 [10]
F,C,SJ,43,11,47.5 [12],27.5 [11],82.5 [9]
F,C,SJ,43,12,50.0 [11],25.0 [12],72.5 [11]
F,C,SJ,43,13,30.0 [14],25.0 [13],60.0 [14]
F,C,SJ,47,1,82.5 [1],47.5 [1],107.5 [3]
F,C,SJ,47,2,75.0 [4],45.0 [2],110.0 [1]
F,C,SJ,47,3,75.0 [5],40.0 [3],107.5 [2]
F,C,SJ,47,4,77.5 [3],40.0 [4],105.0 [4]
F,C,SJ,47,5,70.0 [8],37.5 [6],105.0 [5]
F,C,SJ,47,6,80.0 [2],30.0 [9],95.0 [6]
F,C,SJ,47,7,70.0 [6],37.5 [5],92.5 [7]
F,C,SJ,47,8,70.0 [7],35.0 [7],85.0 [9]
F,C,SJ,47,9,60.0 [9],25.0 [10],87.5 [8]
F,C,SJ,47,10,55.0 [10],30.0 [8],75.0 [11]
F,C,SJ,47,11,40.0 [12],25.0 [11],75.0 [10]
F,C,SJ,47,12,45.0 [11],25.0 [12],67.5 [12]
F,C,SJ,52,1,110.0 [1],50.0 [5],132.5 [1]
F,C,SJ,52,2,102.5 [2],60.0 [1],125.0 [4]
F,C,SJ,52,3,97.5 [4],60.0 [2],127.5 [2]
F,C,SJ,52,4,92.5 [6],57.5 [3],125.0 [3]
F,C,SJ,52,5,100.0 [3],47.5 [9],115.0 [6]
F,C,SJ,52,6,85.0 [11],55.0 [4],115.0 [5]
F,C,SJ,52,7,90.0 [8],47.5 [7],110.0 [10]
F,C,SJ,52,8,85.0 [12],47.5 [8],110.0 [11]
F,C,SJ,52,9,85.0 [10],45.0 [10],110.0 [8]
F,C,SJ,52,10,90.0 [7],37.5 [13],110.0 [7]
F,C,SJ,52,11,87.5 [9],40.0 [11],110.0 [9]
F,C,SJ,52,12,95.0 [5],40.0 [12],102.5 [15]
F,C,SJ,52,13,65.0 [15],47.5 [6],107.5 [12]
F,C,SJ,52,14,70.0 [13],35.0 [14],105.0 [13]
F,C,SJ,52,15,70.0 [14],30.0 [15],105.0 [14]
F,C,SJ,57,1,107.5 [2],70.0 [1],137.5 [1]
F,C,SJ,57,2,90.0 [4],47.5 [3],120.0 [3]
F,C,SJ,57,3,85.0 [6],50.0 [2],107.5 [7]
F,C,SJ,57,4,80.0 [7],42.5 [4],107.5 [6]
F,C,SJ,57,5,87.5 [5],40.0 [5],100.0 [8]
F,C,SJ,57,6,72.5 [8],27.5 [7],115.0 [4]
F,C,SJ,57,7,57.5 [9],27.5 [6],70.0 [9]
F,C,SJ,63,1,117.5 [1],55.0 [2],140.0 [1]
F,C,SJ,63,2,115.0 [2],57.5 [1],130.0 [3]
F,C,SJ,63,3,110.0 [3],50.0 [3],135.0 [2]
F,C,SJ,63,4,90.0 [4],42.5 [4],115.0 [4]
F,C,SJ,63,5,90.0 [5],40.0 [5],110.0 [6]
F,C,SJ,63,6,80.0 [7],30.0 [6],110.0 [5]
F,C,SJ,63,7,82.5 [6],30.0 [7],100.0 [7]
F,C,SJ,69,1,120.0 [1],65.0 [1],140.0 [1]
F,C,SJ,69,2,120.0 [2],52.5 [3],117.5 [4]
F,C,SJ,69,3,107.5 [3],50.0 [4],127.5 [2]
F,C,SJ,69,4,105.0 [4],57.5 [2],115.0 [5]
F,C,SJ,69,5,95.0 [6],40.0 [5],125.0 [3]
F,C,SJ,69,6,95.0 [5],35.0 [6],100.0 [7]
F,C,SJ,69,7,65.0 [7],30.0 [8],105.0 [6]
F,C,SJ,69,8,50.0 [8],30.0 [7],85.0 [8]
F,C,SJ,76,1,110.0 [3],45.0 [2],135.0 [1]
F,C,SJ,76,2,117.5 [2],55.0 [1],115.0 [3]
F,C,SJ,76,3,117.5 [1],45.0 [3],120.0 [2]
F,C,SJ,76,4,105.0 [4],40.0 [6],110.0 [4]
F,C,SJ,76,5,70.0 [6],42.5 [4],95.0 [5]
F,C,SJ,76,6,82.5 [5],30.0 [8],80.0 [6]
F,C,SJ,76,7,60.0 [8],35.0 [7],75.0 [7]
F,C,SJ,84,1,130.0 [1],45.0 [3],130.0 [2]
F,C,SJ,84,2,112.5 [3],52.5 [1],132.5 [1]
F,C,SJ,84,3,120.0 [2],35.0 [7],120.0 [3]
F,C,SJ,84,4,105.0 [4],50.0 [2],102.5 [6]
F,C,SJ,84,5,92.5 [5],40.0 [5],107.5 [5]
F,C,SJ,84,6,87.5 [6],40.0 [6],112.5 [4]
F,C,SJ,84,7,85.0 [7],40.0 [4],100.0 [7]
F,C,SJ,100,1,157.5 [1],60.0 [1],150.0 [2]
F,C,SJ,100,2,135.0 [2],45.0 [4],163.0 [1]
F,C,SJ,100,3,117.5 [4],50.0 [3],135.0 [3]
F,C,SJ,100,4,130.0 [3],50.0 [2],120.0 [4]
F,C,SJ,100,5,105.0 [5],42.5 [5],105.0 [6]
F,C,SJ,100,6,105.0 [6],40.0 [7],107.5 [5]
F,C,SJ,100,7,92.5 [7],40.0 [6],102.5 [7]
F,C,J,43,1,92.5 [2],50.0 [1],110.0 [2]
F,C,J,43,2,92.5 [1],47.5 [2],110.0 [1]
F,C,J,43,3,87.5 [3],42.5 [5],95.0 [9]
F,C,J,43,4,75.0 [4],40.0 [6],110.0 [3]
F,C,J,43,5,70.0 [6],37.5 [7],105.0 [5]
F,C,J,43,6,67.5 [8],42.5 [4],102.5 [7]
F,C,J,43,7,72.5 [5],45.0 [3],90.0 [10]
F,C,J,43,8,67.5 [7],27.5 [14],107.5 [4]
F,C,J,43,9,65.0 [9],30.0 [12],102.5 [6]
F,C,J,43,10,55.0 [11],32.5 [9],97.5 [8]
F,C,J,43,11,65.0 [10],37.5 [8],82.5 [12]
F,C,J,43,12,40.0 [13],30.0 [10],82.5 [11]
F,C,J,43,13,45.0 [12],27.5 [13],70.0 [13]
F,C,J,43,14,40.0 [14],30.0 [11],67.5 [14]
F,C,J,47,1,90.0 [2],67.5 [1],120.0 [2]
F,C,J,47,2,97.5 [1],57.5 [2],120.0 [3]
F,C,J,47,3,87.5 [3],45.0 [7],117.5 [4]
F,C,J,47,4,77.5 [6],42.5 [8],122.5 [1]
F,C,J,47,5,80.0 [4],50.0 [3],110.0 [5]
F,C,J,47,6,70.0 [10],45.0 [6],102.5 [8]
F,C,J,47,7,80.0 [5],47.5 [4],90.0 [13]
F,C,J,47,8,70.0 [9],30.0 [14],110.0 [6]
F,C,J,47,9,70.0 [7],37.5 [9],100.0 [9]
F,C,J,47,10,65.0 [12],47.5 [5],95.0 [10]
F,C,J,47,11,70.0 [8],32.5 [13],102.5 [7]
F,C,J,47,12,65.0 [11],35.0 [11],92.5 [12]
F,C,J,47,13,62.5 [13],32.5 [12],92.5 [11]
F,C,J,47,14,60.0 [14],35.0 [10],77.5 [15]
F,C,J,47,15,45.0 [15],27.5 [15],85.0 [14]
F,C,J,52,1,107.5 [1],65.0 [1],147.5 [1]
F,C,J,52,2,90.0 [6],62.5 [2],122.5 [4]
F,C,J,52,3,95.0 [3],52.5 [4],127.5 [2]
F,C,J,52,4,102.5 [2],52.5 [5],115.0 [5]
F,C,J,52,5,85.0 [7],50.0 [6],125.0 [3]
F,C,J,52,6,92.5 [4],52.5 [3],112.5 [6]
F,C,J,52,7,92.5 [5],45.0 [7],100.0 [9]
F,C,J,52,8,70.0 [8],35.0 [9],100.0 [8]
F,C,J,52,9,60.0 [10],35.0 [10],105.0 [7]
F,C,J,52,10,60.0 [9],35.0 [8],75.0 [10]
F,C,J,57,1,135.0 [1],75.0 [1],162.5 [1]
F,C,J,57,2,130.5 [2],65.0 [4],140.0 [3]
F,C,J,57,3,105.0 [6],75.0 [2],140.0 [2]
F,C,J,57,4,112.5 [4],70.0 [3],120.0 [8]
F,C,J,57,5,115.0 [3],57.5 [6],130.0 [6]
F,C,J,57,6,110.0 [5],47.5 [9],130.0 [4]
F,C,J,57,7,95.0 [8],62.5 [5],125.0 [7]
F,C,J,57,8,95.0 [7],47.5 [10],130.0 [5]
F,C,J,57,9,82.5 [10],50.0 [8],105.0 [10]
F,C,J,57,10,85.0 [9],50.0 [7],95.0 [11]
F,C,J,57,11,70.0 [12],37.5 [12],105.0 [9]
F,C,J,57,12,75.0 [11],42.5 [11],80.0 [12]
F,C,J,63,1,157.5 [1],90.5 [1],145.0 [2]
F,C,J,63,2,110.0 [8],57.5 [5],155.0 [1]
F,C,J,63,3,135.0 [2],57.5 [6],125.0 [6]
F,C,J,63,4,122.5 [3],60.0 [3],127.5 [4]
F,C,J,63,5,115.0 [4],70.0 [2],125.0 [5]
F,C,J,63,6,110.0 [6],57.5 [4],140.0 [3]
F,C,J,63,7,115.0 [5],55.0 [7],112.5 [11]
F,C,J,63,8,110.0 [7],50.0 [11],120.0 [8]
F,C,J,63,9,92.5 [10],50.0 [12],117.5 [9]
F,C,J,63,10,95.0 [9],55.0 [8],110.0 [12]
F,C,J,63,11,92.5 [11],42.5 [13],122.5 [7]
F,C,J,63,12,85.0 [13],50.0 [10],115.0 [10]
F,C,J,63,13,82.5 [15],52.5 [9],102.5 [13]
F,C,J,63,14,90.0 [12],40.0 [15],100.0 [14]
F,C,J,63,15,85.0 [14],42.5 [14],100.0 [15]
F,C,J,63,16,72.5 [16],40.0 [16],97.5 [16]
F,C,J,69,1,155.0 [1],65.0 [4],150.0 [4]
F,C,J,69,2,125.0 [4],77.5 [1],161.5 [1]
F,C,J,69,3,125.0 [5],70.0 [3],157.5 [2]
F,C,J,69,4,132.5 [3],60.0 [6],150.0 [5]
F,C,J,69,5,132.5 [2],52.5 [9],137.5 [7]
F,C,J,69,6,112.5 [6],65.0 [5],142.5 [6]
F,C,J,69,7,97.5 [8],57.5 [7],125.0 [8]
F,C,J,69,8,110.0 [7],50.0 [10],120.0 [9]
F,C,J,76,1,130.0 [2],60.0 [2],130.0 [3]
F,C,J,76,2,120.0 [4],52.5 [5],142.5 [1]
F,C,J,76,3,132.5 [1],70.0 [1],110.0 [8]
F,C,J,76,4,122.5 [3],50.0 [6],125.0 [4]
F,C,J,76,5,107.5 [6],57.5 [3],115.0 [6]
F,C,J,76,6,115.0 [5],45.0 [8],110.0 [7]
F,C,J,76,7,95.0 [8],40.0 [10],132.5 [2]
F,C,J,76,8,90.0 [9],47.5 [7],117.5 [5]
F,C,J,76,9,97.5 [7],42.5 [9],105.0 [9]
F,C,J,76,10,80.0 [10],55.0 [4],100.0 [10]
F,C,J,84,1,152.5 [1],72.5 [1],152.5 [2]
F,C,J,84,2,150.0 [2],62.5 [3],162.5 [1]
F,C,J,84,3,132.5 [3],67.5 [2],130.0 [4]
F,C,J,84,4,120.0 [5],60.0 [5],140.0 [3]
F,C,J,84,5,127.5 [4],57.5 [6],127.5 [5]
F,C,J,84,6,110.0 [7],55.0 [7],125.0 [6]
F,C,J,84,7,112.5 [6],45.0 [9],115.0 [7]
F,C,J,84,8,97.5 [8],60.0 [4],102.5 [8]
F,C,J,84,9,95.0 [9],40.0 [10],95.0 [9]
F,C,J,84,10,82.5 [10],45.0 [8],92.5 [10]
