Sex,Equipment,AgeCat,WtCat,Place,BestSquat,BestBench,BestDeadlift
M,E,SJ,120,6,105.0 [6],70.0 [7],117.5 [7]
M,E,SJ,200,1,270.0 [1],182.5 [1],202.5 [2]
M,E,SJ,200,2,217.5 [2],137.5 [2],205.0 [1]
M,E,SJ,200,3,145.0 [3],70.0 [3],180.0 [3]
M,E,SJ,200,4,125.0 [4],57.5 [4],130.0 [4]
M,E,J,53,1,160.0 [4],97.5 [6],190.0 [2]
M,E,J,53,2,160.0 [5],92.5 [7],195.0 [1]
M,E,J,53,3,170.0 [1],100.0 [3],175.0 [5]
M,E,J,53,4,160.0 [3],90.0 [8],180.0 [4]
M,E,J,53,5,160.0 [6],100.0 [4],170.0 [8]
M,E,J,59,1,242.5 [2],132.5 [8],253.0 [1]
M,E,J,59,2,245.0 [1],135.0 [6],220.0 [4]
M,E,J,59,3,225.0 [4],135.0 [7],230.0 [2]
M,E,J,59,4,225.0 [6],140.0 [2],197.5 [8]
M,E,J,59,5,207.5 [9],112.5 [12],225.0 [3]
M,E,J,59,6,200.0 [10],137.5 [4],207.5 [6]
M,E,J,59,7,215.0 [8],112.5 [10],215.0 [5]
M,E,J,59,8,182.5 [11],107.5 [13],200.0 [7]
M,E,J,59,9,175.0 [12],112.5 [11],190.0 [10]
M,E,J,59,10,135.0 [13],65.0 [15],190.0 [9]
M,E,J,66,1,313.0 [1],145.0 [2],242.5 [3]
M,E,J,66,2,250.0 [3],160.0 [1],255.0 [1]
M,E,J,66,3,250.0 [4],132.5 [5],235.0 [5]
M,E,J,66,4,242.5 [6],145.0 [3],225.0 [8]
M,E,J,66,5,240.0 [7],125.0 [8],235.0 [4]
M,E,J,66,6,235.0 [8],112.5 [9],230.0 [7]
M,E,J,66,7,225.0 [13],137.5 [4],207.5 [9]
M,E,J,66,8,225.0 [12],127.5 [7],185.0 [13]
M,E,J,66,9,210.0 [14],110.0 [11],200.0 [10]
M,E,J,66,10,200.0 [16],70.0 [16],230.0 [6]
M,E,J,66,11,202.5 [15],87.5 [13],190.0 [12]
M,E,J,66,12,190.0 [17],85.0 [15],195.0 [11]
M,E,J,66,13,135.0 [18],85.0 [14],180.0 [14]
M,E,J,74,1,260.0 [2],165.0 [2],265.0 [1]
M,E,J,74,2,270.0 [1],140.0 [5],255.0 [3]
M,E,J,74,3,252.5 [3],175.0 [1],230.0 [8]
M,E,J,74,4,240.0 [6],125.0 [11],255.0 [2]
M,E,J,74,5,240.0 [7],135.0 [7],245.0 [4]
M,E,J,74,6,237.5 [8],157.5 [3],220.0 [11]
M,E,J,74,7,232.5 [9],127.5 [9],242.5 [6]
M,E,J,74,8,230.0 [10],137.5 [6],232.5 [7]
M,E,J,74,9,200.0 [12],107.5 [13],245.0 [5]
M,E,J,74,10,200.0 [11],120.0 [12],220.0 [10]
M,E,J,74,11,200.0 [13],100.0 [14],230.0 [9]
M,E,J,74,12,160.0 [14],90.0 [15],180.0 [13]
M,E,J,83,1,315.0 [1],215.0 [1],270.0 [3]
M,E,J,83,2,292.5 [4],177.5 [5],285.0 [1]
M,E,J,83,3,305.0 [2],180.0 [4],265.0 [6]
M,E,J,83,4,295.0 [3],160.0 [7],280.0 [2]
M,E,J,83,5,260.0 [6],187.5 [2],270.0 [4]
M,E,J,83,6,267.5 [5],125.0 [10],262.5 [7]
M,E,J,83,7,255.0 [7],155.0 [8],230.0 [9]
M,E,J,83,8,240.0 [9],170.0 [6],220.0 [11]
M,E,J,83,9,225.0 [11],117.5 [13],265.0 [5]
M,E,J,83,10,240.0 [8],122.5 [12],215.0 [12]
M,E,J,83,11,230.0 [10],115.0 [14],230.0 [8]
M,E,J,83,12,215.0 [13],122.5 [11],222.5 [10]
M,E,J,83,13,220.0 [12],140.0 [9],197.5 [13]
M,E,J,83,14,177.5 [14],100.0 [15],170.0 [14]
M,E,J,83,15,115.0 [15],52.5 [18],125.0 [17]
M,E,J,93,1,310.0 [1],195.0 [2],282.5 [2]
M,E,J,93,2,305.0 [2],205.0 [1],245.0 [7]
M,E,J,93,3,280.0 [6],172.5 [6],265.0 [3]
M,E,J,93,4,260.0 [8],170.0 [7],285.0 [1]
M,E,J,93,5,295.0 [3],152.5 [11],260.0 [5]
M,E,J,93,6,285.0 [5],160.0 [9],237.5 [8]
M,E,J,93,7,290.0 [4],140.0 [13],235.0 [9]
M,E,J,93,8,280.0 [7],162.5 [8],220.0 [12]
M,E,J,93,9,250.0 [9],152.5 [10],230.0 [11]
M,E,J,93,10,195.0 [10],110.0 [14],232.5 [10]
M,E,J,93,11,160.0 [12],105.0 [15],182.5 [13]
M,E,J,93,12,167.5 [11],95.0 [16],177.5 [14]
M,E,J,105,1,365.0 [1],237.5 [1],300.0 [1]
M,E,J,105,2,335.0 [2],160.0 [11],295.0 [2]
M,E,J,105,3,322.5 [3],182.5 [8],282.5 [3]
M,E,J,105,4,312.5 [4],200.0 [4],247.5 [6]
M,E,J,105,5,290.0 [6],202.5 [2],252.5 [4]
M,E,J,105,6,267.5 [9],190.0 [6],235.0 [7]
M,E,J,105,7,275.0 [8],182.5 [7],205.0 [9]
M,E,J,105,8,240.0 [11],157.5 [12],250.0 [5]
M,E,J,105,9,250.0 [10],160.0 [10],200.0 [11]
M,E,J,105,10,210.0 [12],100.0 [13],220.0 [8]
F,E,SJ,43,1,100.0 [2],45.0 [2],110.0 [2]
F,E,SJ,43,2,100.0 [1],42.5 [4],110.0 [1]
F,E,SJ,43,3,80.0 [3],42.5 [3],107.5 [3]
F,E,SJ,43,4,72.5 [4],47.5 [1],95.0 [5]
F,E,SJ,43,5,70.0 [5],30.0 [7],85.0 [6]
F,E,SJ,43,6,55.0 [6],32.5 [6],65.0 [7]
F,E,SJ,47,1,125.0 [1],37.5 [4],107.5 [3]
F,E,SJ,47,2,95.0 [2],45.0 [1],110.0 [2]
F,E,SJ,47,3,92.5 [3],37.5 [3],112.5 [1]
F,E,SJ,47,4,87.5 [4],40.0 [2],105.0 [4]
F,E,SJ,47,5,85.0 [5],32.5 [5],90.0 [6]
F,E,SJ,47,6,60.0 [7],32.5 [6],95.0 [5]
F,E,SJ,47,7,75.0 [6],30.0 [7],70.0 [8]
F,E,SJ,52,1,130.0 [1],60.0 [1],120.0 [2]
F,E,SJ,52,2,115.0 [3],60.0 [2],122.5 [1]
F,E,SJ,52,3,115.0 [2],52.5 [3],112.5 [3]
F,E,SJ,52,4,50.0 [4],32.5 [4],92.5 [4]
F,E,SJ,57,1,147.5 [1],65.0 [3],155.0 [1]
F,E,SJ,57,2,140.0 [2],72.5 [1],147.5 [2]
F,E,SJ,57,3,125.0 [3],50.0 [7],122.5 [4]
F,E,SJ,57,4,125.0 [4],57.5 [6],115.0 [6]
F,E,SJ,57,5,120.0 [5],65.0 [2],110.0 [8]
F,E,SJ,57,6,117.5 [6],47.5 [8],122.5 [5]
F,E,SJ,57,7,90.0 [7],60.0 [4],125.0 [3]
F,E,SJ,57,8,90.0 [8],47.5 [9],115.0 [7]
F,E,SJ,63,1,165.0 [1],85.5 [1],170.0 [1]
F,E,SJ,63,2,165.0 [2],72.5 [2],162.5 [2]
F,E,SJ,63,3,160.0 [3],70.0 [3],160.0 [3]
F,E,SJ,63,4,110.0 [5],40.0 [7],125.0 [4]
F,E,SJ,63,5,110.0 [4],57.5 [4],100.0 [6]
F,E,SJ,63,6,90.0 [6],47.5 [6],100.0 [7]
F,E,SJ,63,7,80.0 [7],52.5 [5],105.0 [5]
F,E,SJ,69,1,157.5 [1],72.5 [1],152.5 [1]
F,E,SJ,69,2,125.0 [2],62.5 [3],120.0 [3]
F,E,SJ,69,3,117.5 [3],70.0 [2],112.5 [5]
F,E,SJ,69,4,115.0 [4],52.5 [4],115.0 [4]
F,E,SJ,69,5,110.0 [5],40.0 [7],127.5 [2]
F,E,SJ,69,6,110.0 [6],50.0 [5],105.0 [6]
F,E,SJ,69,7,70.0 [8],42.5 [6],90.0 [7]
F,E,SJ,69,8,80.0 [7],35.0 [8],50.0 [8]
F,E,SJ,76,1,200.0 [1],95.0 [1],170.0 [2]
F,E,SJ,76,2,197.5 [2],85.0 [3],170.0 [1]
F,E,SJ,76,3,190.0 [3],72.5 [5],147.5 [3]
F,E,SJ,76,4,160.0 [4],90.0 [2],130.0 [6]
F,E,SJ,76,5,147.5 [5],80.0 [4],137.5 [5]
F,E,SJ,76,6,130.0 [6],70.0 [6],145.0 [4]
F,E,SJ,76,7,115.0 [7],42.5 [7],107.5 [7]
F,E,SJ,76,8,90.0 [8],42.5 [8],90.0 [8]
F,E,SJ,84,1,170.0 [1],75.0 [1],135.0 [2]
F,E,SJ,84,2,147.5 [2],65.0 [4],135.0 [1]
F,E,SJ,84,3,115.0 [5],70.0 [2],125.0 [4]
F,E,SJ,84,4,125.0 [3],65.0 [3],100.0 [5]
F,E,SJ,84,5,115.0 [4],47.5 [5],125.0 [3]
F,E,SJ,84,6,60.0 [6],30.0 [6],65.0 [7]
F,E,J,47,1,160.0 [1],75.0 [1],140.0 [1]
F,E,J,47,2,122.5 [2],62.5 [4],132.5 [2]
F,E,J,47,3,117.5 [3],65.0 [3],117.5 [4]
F,E,J,47,4,115.0 [4],40.0 [6],125.0 [3]
F,E,J,47,5,105.0 [5],65.0 [2],95.0 [6]
F,E,J,47,6,80.0 [6],52.5 [5],100.0 [5]
F,E,J,52,1,170.0 [1],77.5 [2],150.0 [1]
F,E,J,52,2,160.0 [3],87.5 [1],150.0 [2]
F,E,J,52,3,165.0 [2],75.0 [3],145.0 [3]
F,E,J,52,4,150.0 [4],55.0 [5],142.5 [4]
F,E,J,52,5,135.0 [5],75.0 [4],120.0 [7]
F,E,J,52,6,115.0 [6],55.0 [6],130.0 [6]
F,E,J,52,7,115.0 [7],52.5 [7],132.5 [5]
F,E,J,57,1,200.0 [1],117.5 [1],170.0 [3]
F,E,J,57,2,170.0 [4],100.0 [2],175.0 [1]
F,E,J,57,3,182.5 [2],90.0 [4],160.0 [4]
F,E,J,57,4,172.5 [3],77.5 [6],170.0 [2]
F,E,J,57,5,150.0 [5],97.5 [3],155.0 [5]
F,E,J,57,6,130.0 [6],60.0 [7],127.5 [7]
F,E,J,57,7,100.0 [7],50.0 [8],110.0 [8]
F,E,J,57,8,95.0 [8],40.0 [10],110.0 [9]
F,E,J,57,9,90.0 [9],45.0 [9],100.0 [10]
F,E,J,63,1,192.5 [1],102.5 [3],172.5 [3]
F,E,J,63,2,192.5 [2],111.0 [1],162.5 [5]
F,E,J,63,3,185.0 [3],102.5 [4],172.5 [4]
F,E,J,63,4,167.5 [5],85.0 [6],177.5 [2]
F,E,J,63,5,162.5 [7],95.0 [5],150.0 [6]
F,E,J,63,6,177.5 [4],70.0 [9],140.0 [7]
F,E,J,63,7,165.0 [6],75.0 [7],125.0 [10]
F,E,J,63,8,155.0 [8],72.5 [8],135.0 [8]
F,E,J,63,9,110.0 [10],62.5 [10],95.0 [11]
F,E,J,63,10,110.0 [11],50.0 [11],95.0 [12]
F,E,J,69,1,202.5 [1],112.5 [1],180.0 [2]
F,E,J,69,2,200.0 [2],110.0 [2],172.5 [3]
F,E,J,69,3,197.5 [3],75.0 [9],198.0 [1]
F,E,J,69,4,180.0 [4],105.0 [3],150.0 [6]
F,E,J,69,5,177.5 [5],97.5 [4],150.0 [7]
F,E,J,69,6,170.0 [7],87.5 [5],160.0 [4]
F,E,J,69,7,170.0 [6],80.0 [7],140.0 [9]
F,E,J,69,8,162.5 [8],75.0 [8],150.0 [8]
F,E,J,69,9,150.0 [9],85.0 [6],125.0 [10]
F,E,J,69,10,117.5 [11],67.5 [10],157.5 [5]
F,E,J,69,11,120.0 [10],52.5 [12],115.0 [11]
F,E,J,69,12,102.5 [12],60.0 [11],95.0 [12]
F,E,J,76,1,195.0 [3],110.0 [2],175.0 [1]
F,E,J,76,2,195.0 [4],105.0 [4],170.0 [2]
F,E,J,76,3,195.0 [2],107.5 [3],145.0 [5]
F,E,J,76,4,197.5 [1],90.0 [5],142.5 [7]
F,E,J,76,5,177.5 [6],85.0 [7],160.0 [3]
F,E,J,76,6,160.0 [8],115.0 [1],140.0 [9]
F,E,J,76,7,180.0 [5],70.0 [8],155.0 [4]
F,E,J,76,8,175.0 [7],55.0 [11],142.5 [6]
F,E,J,76,9,140.0 [10],70.0 [9],140.0 [8]
F,E,J,76,10,122.5 [12],52.5 [12],132.5 [10]
F,E,J,76,11,135.0 [11],55.0 [10],115.0 [11]
F,E,J,76,12,100.0 [13],50.0 [13],110.0 [12]
F,E,J,84,1,202.5 [2],110.0 [2],182.5 [1]
F,E,J,84,2,207.5 [1],112.5 [1],172.5 [2]
F,E,J,84,3,200.0 [3],105.0 [4],160.0 [5]
F,E,J,84,4,187.5 [6],107.5 [3],152.5 [6]
F,E,J,84,5,197.5 [4],77.5 [8],170.0 [3]
F,E,J,84,6,195.0 [5],87.5 [5],160.0 [4]
F,E,J,84,7,147.5 [8],82.5 [7],147.5 [7]
F,E,J,84,8,165.0 [7],85.0 [6],120.0 [8]
F,E,J,84,9,110.0 [9],60.0 [9],112.5 [9]
F,E,J,100,1,245.0 [1],122.5 [2],200.0 [1]
F,E,J,100,2,225.0 [4],130.0 [1],165.0 [4]
F,E,J,100,3,230.0 [2],95.0 [5],160.0 [5]
F,E,J,100,4,225.0 [3],92.5 [6],165.0 [3]
F,E,J,100,5,210.0 [5],105.0 [3],165.0 [2]
F,E,J,100,6,197.5 [6],80.0 [8],160.0 [6]
F,E,J,100,7,195.0 [7],95.0 [4],130.0 [8]
F,E,J,100,8,170.0 [8],92.5 [7],132.5 [7]
F,E,J,100,9,155.0 [10],80.0 [9],117.5 [10]
F,E,J,100,10,160.0 [9],60.0 [10],117.5 [9]
F,E,J,100,11,107.5 [11],50.0 [11],105.0 [11]
M,E,O,59,1,220.0 [1],152.5 [1],210.0 [2]
M,E,O,59,2,220.0 [2],115.0 [2],210.0 [1]
M,E,O,59,3,182.5 [3],92.5 [5],202.5 [3]
M,E,O,59,4,172.5 [4],97.5 [4],182.5 [4]
M,E,O,59,5,172.5 [5],90.0 [6],182.5 [5]
M,E,O,59,6,167.5 [6],110.0 [3],165.0 [6]
M,E,O,59,7,110.0 [7],72.5 [7],152.5 [7]
M,E,O,66,1,315.0 [1],150.0 [1],252.5 [1]
M,E,O,66,2,215.0 [3],130.0 [2],247.5 [2]
M,E,O,66,3,232.5 [2],122.5 [3],235.0 [3]
M,E,O,66,4,140.0 [4],107.5 [4],140.0 [4]
M,E,O,74,1,302.5 [1],157.5 [4],285.0 [2]
M,E,O,74,2,290.0 [2],177.5 [2],260.0 [3]
M,E,O,74,3,285.0 [3],167.5 [3],250.0 [4]
M,E,O,74,4,260.0 [4],180.0 [1],240.0 [6]
M,E,O,74,5,230.0 [6],152.5 [5],297.5 [1]
M,E,O,74,6,230.0 [5],140.0 [6],245.0 [5]
M,E,O,74,7,200.0 [7],117.5 [7],220.0 [7]
M,E,O,83,1,305.0 [1],190.0 [3],270.0 [1]
M,E,O,83,2,300.0 [2],195.0 [1],225.0 [9]
M,E,O,83,3,250.0 [5],195.0 [2],242.5 [5]
M,E,O,83,4,240.0 [6],172.5 [4],265.0 [2]
M,E,O,83,5,255.0 [4],172.5 [5],237.5 [7]
M,E,O,83,6,265.0 [3],130.0 [9],250.0 [3]
M,E,O,83,7,232.5 [7],170.0 [6],230.0 [8]
M,E,O,83,8,230.0 [8],160.0 [7],220.0 [10]
M,E,O,83,9,202.5 [9],127.5 [10],240.0 [6]
M,E,O,83,10,200.0 [10],125.0 [11],245.0 [4]
M,E,O,83,11,150.0 [11],135.0 [8],190.0 [11]
M,E,O,93,1,310.0 [2],202.5 [1],300.0 [1]
M,E,O,93,2,280.0 [3],187.5 [3],280.0 [2]
M,E,O,93,3,280.0 [5],185.0 [4],270.0 [3]
M,E,O,93,4,280.0 [4],190.0 [2],252.5 [5]
M,E,O,93,5,220.0 [7],180.0 [6],225.0 [7]
M,E,O,93,6,205.0 [8],150.0 [7],225.0 [6]
M,E,O,105,1,367.5 [1],220.0 [1],270.0 [3]
M,E,O,105,2,300.0 [4],190.0 [3],290.0 [1]
M,E,O,105,3,300.0 [3],197.5 [2],270.0 [2]
M,E,O,105,4,305.0 [2],175.0 [5],255.0 [4]
M,E,O,105,5,270.0 [6],162.5 [6],252.5 [6]
M,E,O,105,6,275.0 [5],185.0 [4],210.0 [8]
M,E,O,105,7,200.0 [8],160.0 [7],255.0 [5]
M,E,O,105,8,250.0 [7],130.0 [8],220.0 [7]
M,E,O,120,1,360.0 [1],255.0 [1],245.0 [3]
M,E,O,120,2,300.0 [2],195.0 [4],270.0 [1]
M,E,O,120,3,290.0 [4],215.0 [2],230.0 [8]
M,E,O,120,4,275.0 [7],207.5 [3],235.0 [6]
M,E,O,120,5,295.0 [3],157.5 [8],247.5 [2]
M,E,O,120,6,280.0 [5],177.5 [5],240.0 [5]
M,E,O,120,7,260.0 [8],175.0 [6],245.0 [4]
M,E,O,120,8,250.0 [9],160.0 [7],230.0 [7]
M,E,O,120,9,275.0 [6],135.0 [9],230.0 [9]
M,E,O,120,10,170.0 [10],130.0 [10],200.0 [11]
M,E,O,200,1,320.0 [1],175.0 [2],250.0 [3]
M,E,O,200,2,290.0 [3],137.5 [6],282.5 [1]
M,E,O,200,3,240.0 [5],142.5 [5],252.5 [2]
M,E,O,200,4,222.5 [6],152.5 [4],215.0 [6]
M,E,O,200,5,200.0 [8],155.0 [3],220.0 [4]
M,E,O,200,6,250.0 [4],110.0 [8],210.0 [7]
M,E,O,200,7,205.0 [7],135.0 [7],220.0 [5]
F,E,O,47,1,122.5 [1],75.0 [1],130.0 [1]
F,E,O,47,2,117.5 [2],47.5 [3],125.0 [2]
F,E,O,47,3,107.5 [3],45.0 [4],105.0 [3]
F,E,O,47,4,100.0 [4],55.0 [2],100.0 [5]
F,E,O,47,5,95.0 [5],42.5 [5],92.5 [6]
F,E,O,47,6,85.0 [6],42.5 [6],100.0 [4]
F,E,O,52,1,155.0 [1],70.0 [2],150.0 [1]
F,E,O,52,2,140.0 [2],70.0 [1],120.0 [2]
F,E,O,52,3,100.0 [3],42.5 [3],105.0 [3]
F,E,O,57,1,200.0 [1],97.5 [1],185.0 [1]
F,E,O,57,2,147.5 [2],80.0 [2],142.5 [3]
F,E,O,57,3,145.0 [3],72.5 [3],150.0 [2]
F,E,O,57,4,120.0 [4],60.0 [4],127.5 [4]
F,E,O,57,5,102.5 [5],40.0 [6],125.0 [5]
F,E,O,57,6,80.0 [6],30.0 [7],100.0 [6]
F,E,O,57,7,70.0 [7],45.0 [5],90.0 [7]
F,E,O,63,1,195.0 [1],105.0 [1],157.5 [5]
F,E,O,63,2,170.0 [3],95.0 [2],185.0 [1]
F,E,O,63,3,185.0 [2],92.5 [3],162.5 [4]
F,E,O,63,4,170.0 [4],82.5 [4],177.5 [2]
F,E,O,63,5,150.0 [6],75.0 [6],165.0 [3]
F,E,O,63,6,160.0 [5],82.5 [5],135.0 [6]
F,E,O,69,1,215.0 [1],115.0 [1],182.5 [1]
F,E,O,69,2,190.0 [2],90.0 [2],170.0 [2]
M,E,O,59,1,260.0 [2],185.0 [1],220.0 [4]
M,E,O,59,2,262.5 [1],145.0 [2],232.5 [1]
M,E,O,59,3,235.0 [3],130.0 [4],227.5 [2]
M,E,O,59,4,215.0 [4],120.0 [5],222.5 [3]
M,E,O,59,5,210.0 [5],132.5 [3],207.5 [6]
M,E,O,59,6,150.0 [6],77.5 [7],177.5 [7]
M,E,O,59,7,150.0 [7],82.5 [6],170.0 [8]
M,E,O,59,8,132.5 [8],75.0 [8],147.5 [9]
M,E,O,59,9,115.0 [10],60.0 [10],140.0 [10]
M,E,O,59,10,120.0 [9],60.0 [9],120.0 [11]
M,E,O,66,1,260.0 [1],155.0 [2],262.5 [1]
M,E,O,66,2,225.0 [5],142.5 [4],245.0 [2]
M,E,O,66,3,252.5 [2],127.5 [6],220.0 [4]
M,E,O,66,4,250.0 [3],150.0 [3],200.0 [8]
M,E,O,66,5,225.0 [4],130.0 [5],220.0 [5]
M,E,O,66,6,225.0 [6],110.0 [8],210.0 [7]
M,E,O,66,7,220.0 [7],127.5 [7],180.0 [9]
M,E,O,66,8,185.0 [9],100.0 [10],215.0 [6]
M,E,O,66,9,187.5 [8],110.0 [9],180.0 [10]
M,E,O,66,10,150.0 [10],90.0 [11],140.0 [11]
M,E,O,74,1,282.5 [1],165.0 [1],235.0 [3]
M,E,O,74,2,250.0 [3],145.0 [3],267.5 [1]
M,E,O,74,3,255.0 [2],145.0 [4],200.0 [7]
M,E,O,74,4,235.0 [4],130.0 [6],190.0 [9]
M,E,O,74,5,200.0 [6],132.5 [5],200.0 [6]
M,E,O,74,6,200.0 [5],115.0 [8],190.0 [8]
M,E,O,74,7,170.0 [8],80.0 [10],250.0 [2]
M,E,O,74,8,170.0 [7],122.5 [7],205.0 [5]
M,E,O,74,9,152.5 [9],90.0 [9],160.0 [10]
M,E,O,83,1,322.5 [3],205.0 [1],307.5 [2]
M,E,O,83,2,350.0 [1],165.0 [7],307.5 [1]
M,E,O,83,3,330.0 [2],175.0 [4],282.5 [4]
M,E,O,83,4,307.5 [5],165.0 [6],285.0 [3]
M,E,O,83,5,280.0 [6],185.0 [2],277.5 [5]
M,E,O,83,6,275.0 [8],180.0 [3],270.0 [6]
M,E,O,83,7,310.0 [4],117.5 [11],270.0 [7]
M,E,O,83,8,265.0 [9],170.0 [5],222.5 [10]
M,E,O,83,9,260.0 [10],122.5 [9],235.0 [9]
M,E,O,83,10,200.0 [12],150.0 [8],200.0 [12]
M,E,O,83,11,210.0 [11],120.0 [10],200.0 [11]
M,E,O,83,12,140.0 [14],115.0 [12],180.0 [13]
M,E,O,83,13,165.0 [13],90.0 [13],165.0 [14]
M,E,O,93,1,365.0 [1],180.0 [5],280.0 [3]
M,E,O,93,2,302.5 [3],197.5 [1],285.0 [2]
M,E,O,93,3,290.0 [4],180.0 [4],245.0 [6]
M,E,O,93,4,325.0 [2],140.0 [11],250.0 [4]
M,E,O,93,5,260.0 [10],155.0 [7],290.0 [1]
M,E,O,93,6,277.5 [5],182.5 [3],232.5 [9]
M,E,O,93,7,270.0 [7],170.0 [6],240.0 [8]
M,E,O,93,8,270.0 [6],150.0 [8],240.0 [7]
M,E,O,93,9,240.0 [11],187.5 [2],210.0 [11]
M,E,O,93,10,267.5 [9],140.0 [9],215.0 [10]
M,E,O,93,11,230.0 [12],140.0 [12],250.0 [5]
M,E,O,93,12,200.0 [13],140.0 [10],200.0 [12]
M,E,O,105,1,307.5 [3],180.0 [3],275.0 [1]
M,E,O,105,2,310.0 [2],230.0 [1],180.0 [7]
M,E,O,105,3,320.0 [1],135.0 [5],240.0 [2]
M,E,O,105,4,217.5 [6],162.5 [4],230.0 [3]
M,E,O,105,5,235.0 [5],122.5 [7],200.0 [6]
M,E,O,105,6,210.0 [7],130.0 [6],210.0 [4]
M,E,O,105,7,190.0 [8],105.0 [8],205.0 [5]
M,E,O,120,1,290.0 [3],200.0 [1],270.0 [1]
M,E,O,120,2,270.0 [4],160.0 [3],242.5 [2]
M,E,O,120,3,240.0 [7],147.5 [4],207.5 [4]
M,E,O,120,4,250.0 [5],115.0 [6],220.0 [3]
M,E,O,120,5,242.5 [6],107.5 [7],202.5 [5]
M,E,O,120,6,200.0 [8],135.0 [5],200.0 [6]
M,E,O,120,7,100.0 [10],90.0 [8],120.0 [8]
M,E,O,120,8,120.0 [9],50.0 [9],135.0 [7]
M,E,O,200,1,380.0 [2],260.0 [1],285.0 [4]
M,E,O,200,2,380.0 [1],192.5 [4],300.0 [1]
M,E,O,200,3,350.0 [3],225.0 [2],290.0 [2]
M,E,O,200,4,325.0 [4],215.0 [3],270.0 [5]
M,E,O,200,5,320.0 [5],180.0 [5],285.0 [3]
M,E,O,200,6,230.0 [6],110.0 [6],242.5 [6]
F,E,O,47,1,150.0 [2],82.5 [1],152.5 [1]
F,E,O,47,2,157.5 [1],65.0 [2],130.0 [2]
F,E,O,47,3,110.0 [3],42.5 [3],117.5 [3]
F,E,O,47,4,105.0 [4],40.0 [4],110.0 [4]
F,E,O,47,5,77.5 [6],40.0 [6],110.0 [5]
F,E,O,47,6,95.0 [5],30.0 [8],90.0 [6]
F,E,O,47,7,75.0 [7],32.5 [7],80.0 [7]
F,E,O,47,8,55.0 [8],40.0 [5],75.0 [8]
F,E,O,52,1,120.0 [2],77.5 [1],135.0 [1]
F,E,O,52,2,120.0 [3],65.0 [2],135.0 [2]
F,E,O,52,3,122.5 [1],47.5 [6],132.5 [3]
F,E,O,52,4,115.0 [5],57.5 [3],125.0 [4]
F,E,O,52,5,110.0 [6],55.0 [4],122.5 [5]
F,E,O,52,6,95.0 [7],52.5 [5],112.5 [6]
F,E,O,57,1,182.5 [3],120.0 [1],165.0 [4]
F,E,O,57,2,195.0 [1],77.5 [8],182.5 [1]
F,E,O,57,3,192.5 [2],87.5 [5],172.5 [2]
F,E,O,57,4,177.5 [6],102.5 [2],162.5 [5]
F,E,O,57,5,180.0 [4],100.0 [3],145.0 [6]
F,E,O,57,6,177.5 [5],80.0 [6],145.0 [7]
F,E,O,57,7,170.0 [8],90.0 [4],130.0 [9]
F,E,O,57,8,130.0 [10],77.5 [7],140.0 [8]
F,E,O,57,9,135.0 [9],60.0 [9],125.0 [10]
F,E,O,57,10,90.0 [11],45.0 [10],120.0 [11]
F,E,O,63,1,207.5 [1],100.0 [1],192.5 [1]
F,E,O,63,2,180.0 [3],87.5 [2],180.0 [2]
F,E,O,63,3,187.5 [2],77.5 [5],170.0 [3]
F,E,O,63,4,160.0 [4],80.0 [4],160.0 [5]
F,E,O,63,5,150.0 [6],67.5 [6],162.5 [4]
F,E,O,63,6,150.0 [5],85.0 [3],137.5 [8]
F,E,O,63,7,142.5 [7],65.0 [7],140.0 [7]
F,E,O,63,8,135.0 [8],57.5 [8],142.5 [6]
F,E,O,63,9,130.0 [9],55.0 [9],120.0 [9]
F,E,O,63,10,120.0 [10],47.5 [10],110.0 [10]
F,E,O,69,1,212.5 [1],117.5 [1],205.0 [1]
F,E,O,69,2,170.0 [3],110.0 [2],167.5 [2]
F,E,O,69,3,130.0 [5],75.0 [4],150.0 [3]
F,E,O,69,4,137.5 [4],80.0 [3],130.0 [5]
F,E,O,69,5,125.0 [6],72.5 [5],142.5 [4]
F,E,O,76,1,205.0 [1],110.0 [1],180.0 [2]
F,E,O,76,2,202.5 [2],92.5 [3],175.0 [4]
F,E,O,76,3,180.0 [5],110.0 [2],170.0 [5]
F,E,O,76,4,177.5 [6],80.0 [5],180.0 [1]
F,E,O,76,5,182.5 [4],87.5 [4],160.0 [6]
F,E,O,76,6,155.0 [7],75.0 [6],177.5 [3]
F,E,O,76,7,147.5 [8],65.0 [7],147.5 [7]
F,E,O,76,8,87.5 [9],47.5 [8],110.0 [8]
F,E,O,76,9,75.0 [10],30.0 [9],102.5 [9]
F,E,O,84,1,250.0 [1],160.0 [1],180.0 [2]
F,E,O,84,2,190.0 [4],105.0 [3],225.0 [1]
F,E,O,84,3,192.5 [2],107.5 [2],165.0 [4]
F,E,O,84,4,190.0 [3],77.5 [4],172.5 [3]
F,E,O,84,5,172.5 [5],67.5 [5],160.0 [5]
F,E,O,84,6,140.0 [6],65.0 [6],155.0 [6]
F,E,O,100,1,220.0 [1],120.0 [2],177.5 [3]
F,E,O,100,2,217.5 [2],82.5 [5],205.0 [1]
F,E,O,100,3,210.0 [3],100.0 [3],162.5 [4]
F,E,O,100,4,205.0 [4],100.0 [4],140.0 [6]
F,E,O,100,5,160.0 [5],70.0 [6],150.0 [5]
F,E,O,100,6,130.0 [6],55.0 [7],120.0 [7]
M,C,SJ,53,1,122.5 [7],77.5 [4],190.0 [1]
